sample_id,image_path,split,suggestion_ids,priority_order,label_method,annotator_id,num_non_ok_features,primary_feature,quality_score,reviewed,reviewer_notes
lfw_03908,data/raw/images/lfw_03908.jpg,train,SUG_JAW_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01|SUG_EYE_CLOSE_01,SUG_JAW_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01|SUG_EYE_CLOSE_01,rules_v1,rules_v1,10,lower_cheek_ratio,0.6479870856187068,,
lfw_04685,data/raw/images/lfw_04685.jpg,train,SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_SHORT_01,SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,11,brow_height_ratio,0.6746444755592355,,
lfw_00282,data/raw/images/lfw_00282.jpg,train,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01,rules_v1,rules_v1,12,eye_openness_ratio,0.4380524780281738,,
lfw_00187,data/raw/images/lfw_00187.jpg,train,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,15,brow_height_ratio,0.8942204672971049,,
lfw_04389,data/raw/images/lfw_04389.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01,SUG_FACE_ASPECT_HIGH_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01,rules_v1,rules_v1,13,philtrum_ratio,0.4920301825247348,,
lfw_02168,data/raw/images/lfw_02168.jpg,train,SUG_NOSE_DEV_HIGH_01|SUG_EYE_CLOSE_01|SUG_PHILTRUM_HIGH_01,SUG_NOSE_DEV_HIGH_01|SUG_EYE_CLOSE_01|SUG_PHILTRUM_HIGH_01,rules_v1,rules_v1,3,philtrum_ratio,0.43203737017736804,,
lfw_00865,data/raw/images/lfw_00865.jpg,train,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_CLOSE_01|SUG_BROW_HIGH_01,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_CLOSE_01|SUG_BROW_HIGH_01,rules_v1,rules_v1,9,eye_openness_ratio,0.6623643867748834,,
lfw_03801,data/raw/images/lfw_03801.jpg,test,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,rules_v1,rules_v1,14,eye_spacing_ratio,0.5292665426651617,,
lfw_00352,data/raw/images/lfw_00352.jpg,train,SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01,SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01,rules_v1,rules_v1,9,nose_length_ratio,0.7883733596125074,,
lfw_03478,data/raw/images/lfw_03478.jpg,train,SUG_EYE_TILT_LOW_01|SUG_NOSE_SHORT_01|SUG_MOUTH_NARROW_01|SUG_MOUTH_TILT_LOW_01,SUG_EYE_TILT_LOW_01|SUG_NOSE_SHORT_01|SUG_MOUTH_NARROW_01|SUG_MOUTH_TILT_LOW_01,rules_v1,rules_v1,6,upper_lip_ratio,0.5077127921540611,,
lfw_03365,data/raw/images/lfw_03365.jpg,train,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,14,eye_openness_ratio,0.8718215184149203,,
lfw_03402,data/raw/images/lfw_03402.jpg,train,SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01|SUG_CHIN_NARROW_01,SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01|SUG_CHIN_NARROW_01,rules_v1,rules_v1,13,chin_width_ratio,0.7197598913185081,,
lfw_02926,data/raw/images/lfw_02926.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,11,lowerface_length_ratio,0.802741332629283,,
lfw_00374,data/raw/images/lfw_00374.jpg,train,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_TILT_HIGH_01|SUG_BROW_HIGH_01,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_TILT_HIGH_01|SUG_BROW_HIGH_01,rules_v1,rules_v1,7,brow_height_ratio,0.5735880305986133,,
lfw_01989,data/raw/images/lfw_01989.jpg,train,SUG_JAW_NARROW_01|SUG_CHIN_NARROW_01|SUG_MOUTH_WIDE_01|SUG_LIP_FULL_01,SUG_JAW_NARROW_01|SUG_CHIN_NARROW_01|SUG_MOUTH_WIDE_01|SUG_LIP_FULL_01,rules_v1,rules_v1,5,lip_thickness_ratio,0.6428335227125378,,
lfw_03458,data/raw/images/lfw_03458.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01,SUG_FACE_ASPECT_HIGH_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01,rules_v1,rules_v1,10,philtrum_ratio,0.536525598294347,,
lfw_01388,data/raw/images/lfw_01388.jpg,test,SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01|SUG_CHEEK_NARROW_01,SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01|SUG_CHEEK_NARROW_01,rules_v1,rules_v1,11,cheekbone_width_ratio,0.6638427670861977,,
lfw_00279,data/raw/images/lfw_00279.jpg,train,SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01,SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01,rules_v1,rules_v1,13,cheekbone_width_ratio,0.432757317911359,,
lfw_02923,data/raw/images/lfw_02923.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,rules_v1,rules_v1,8,lowerface_length_ratio,0.6719008499069337,,
lfw_02708,data/raw/images/lfw_02708.jpg,train,SUG_SYM_HIGH_01|SUG_MIDFACE_LOW_01|SUG_EYE_WIDE_01|SUG_EYE_TILT_LOW_01,SUG_SYM_HIGH_01|SUG_MIDFACE_LOW_01|SUG_EYE_WIDE_01|SUG_EYE_TILT_LOW_01,rules_v1,rules_v1,8,mouth_width_ratio,0.45993643723615896,,
lfw_04850,data/raw/images/lfw_04850.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01,rules_v1,rules_v1,9,eye_size_ratio,0.4198594233558095,,
lfw_00275,data/raw/images/lfw_00275.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_LOW_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_LOW_01,rules_v1,rules_v1,14,face_aspect_ratio,0.7352488433619985,,
lfw_02916,data/raw/images/lfw_02916.jpg,val,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_TILT_HIGH_01|SUG_BROW_TILT_HIGH_01,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_TILT_HIGH_01|SUG_BROW_TILT_HIGH_01,rules_v1,rules_v1,4,eye_tilt_deg,0.6588824734878079,,
lfw_00767,data/raw/images/lfw_00767.jpg,train,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,9,midface_length_ratio,0.7438291699961515,,
lfw_00662,data/raw/images/lfw_00662.jpg,test,SUG_FACE_ASPECT_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01,SUG_FACE_ASPECT_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01,rules_v1,rules_v1,13,eye_tilt_deg,0.6445389235865266,,
lfw_00705,data/raw/images/lfw_00705.jpg,train,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_LOW_01|SUG_NOSE_NARROW_01,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_LOW_01|SUG_NOSE_NARROW_01,rules_v1,rules_v1,4,nose_width_ratio,0.6361027332277961,,
lfw_04647,data/raw/images/lfw_04647.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_EYE_OPEN_LOW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_EYE_OPEN_LOW_01,rules_v1,rules_v1,9,nose_tip_deviation_ratio,0.4865014953640926,,
lfw_02329,data/raw/images/lfw_02329.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,rules_v1,rules_v1,16,cheekbone_width_ratio,0.5578886010930444,,
lfw_00885,data/raw/images/lfw_00885.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,rules_v1,rules_v1,10,symmetry_error,0.5420599252622786,,
lfw_00330,data/raw/images/lfw_00330.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01,rules_v1,rules_v1,9,jaw_angle_sharpness,0.4928547704164677,,
lfw_00685,data/raw/images/lfw_00685.jpg,train,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01,rules_v1,rules_v1,10,brow_height_ratio,0.624586063150092,,
lfw_00368,data/raw/images/lfw_00368.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_EYE_OPEN_LOW_01,SUG_FACE_ASPECT_HIGH_01|SUG_EYE_OPEN_LOW_01,rules_v1,rules_v1,3,eye_openness_ratio,0.6301040827936211,,
