sample_id,image_path,code,details
lfw_01445,data/raw/images/lfw_01445.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-53.3, pitch=-31.4"
lfw_01446,data/raw/images/lfw_01446.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-31.4, pitch=-20.1"
lfw_01447,data/raw/images/lfw_01447.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-51.3, pitch=-28.9"
lfw_01448,data/raw/images/lfw_01448.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-0.8, pitch=-21.5"
lfw_01449,data/raw/images/lfw_01449.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=4.2, pitch=-18.6"
lfw_01450,data/raw/images/lfw_01450.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=9.0, pitch=-25.9"
lfw_01451,data/raw/images/lfw_01451.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-29.0, pitch=-6.4"
lfw_01452,data/raw/images/lfw_01452.jpg,MULTIPLE_FACES_DETECTED,
lfw_01453,data/raw/images/lfw_01453.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-19.7, pitch=-17.0"
lfw_01454,data/raw/images/lfw_01454.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=56.4, pitch=-42.4"
lfw_01455,data/raw/images/lfw_01455.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.3, pitch=-16.3"
lfw_01456,data/raw/images/lfw_01456.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-6.2, pitch=-22.0"
lfw_01457,data/raw/images/lfw_01457.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.5, pitch=-17.4"
lfw_01459,data/raw/images/lfw_01459.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=16.1, pitch=-23.3"
lfw_01460,data/raw/images/lfw_01460.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=34.5, pitch=-25.8"
lfw_01461,data/raw/images/lfw_01461.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-14.0, pitch=-39.9"
lfw_01462,data/raw/images/lfw_01462.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-22.6, pitch=-12.1"
lfw_01463,data/raw/images/lfw_01463.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=0.7, pitch=-30.6"
lfw_01464,data/raw/images/lfw_01464.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=15.3, pitch=4.6"
lfw_01466,data/raw/images/lfw_01466.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-22.0, pitch=-29.2"
lfw_01467,data/raw/images/lfw_01467.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-24.8, pitch=-4.1"
lfw_01468,data/raw/images/lfw_01468.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-44.9, pitch=-15.4"
lfw_01470,data/raw/images/lfw_01470.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=4.4, pitch=-32.5"
lfw_01471,data/raw/images/lfw_01471.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.7, pitch=-32.1"
lfw_01472,data/raw/images/lfw_01472.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=21.9, pitch=-37.7"
lfw_01473,data/raw/images/lfw_01473.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-10.9, pitch=-38.6"
lfw_01474,data/raw/images/lfw_01474.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=9.5, pitch=-27.8"
lfw_01475,data/raw/images/lfw_01475.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-9.8, pitch=-23.4"
lfw_01476,data/raw/images/lfw_01476.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-26.3, pitch=-49.2"
lfw_01477,data/raw/images/lfw_01477.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=2.9, pitch=-19.0"
lfw_01478,data/raw/images/lfw_01478.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-30.0, pitch=-25.2"
lfw_01479,data/raw/images/lfw_01479.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=33.9, pitch=-33.8"
lfw_01480,data/raw/images/lfw_01480.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-23.8, pitch=-21.5"
lfw_01481,data/raw/images/lfw_01481.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-3.8, pitch=-26.0"
lfw_01482,data/raw/images/lfw_01482.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=10.2, pitch=-31.9"
lfw_01483,data/raw/images/lfw_01483.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-19.8, pitch=-24.2"
lfw_01485,data/raw/images/lfw_01485.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=38.9, pitch=-8.9"
lfw_01486,data/raw/images/lfw_01486.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=27.5, pitch=-32.7"
lfw_01487,data/raw/images/lfw_01487.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=34.5, pitch=-37.5"
lfw_01488,data/raw/images/lfw_01488.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=1.4, pitch=-33.3"
lfw_01489,data/raw/images/lfw_01489.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-6.9, pitch=-59.0"
lfw_01490,data/raw/images/lfw_01490.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=20.6, pitch=-27.4"
lfw_01491,data/raw/images/lfw_01491.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=33.1, pitch=-29.0"
lfw_01492,data/raw/images/lfw_01492.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-45.3, pitch=-19.7"
lfw_01493,data/raw/images/lfw_01493.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-61.5, pitch=-24.0"
lfw_01494,data/raw/images/lfw_01494.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=15.5, pitch=-30.5"
lfw_01496,data/raw/images/lfw_01496.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-21.9, pitch=-21.2"
lfw_01497,data/raw/images/lfw_01497.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=21.3, pitch=-27.7"
lfw_01498,data/raw/images/lfw_01498.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=18.5, pitch=-13.2"
lfw_01499,data/raw/images/lfw_01499.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=14.9, pitch=-20.8"
lfw_01500,data/raw/images/lfw_01500.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=33.9, pitch=-19.6"
lfw_01501,data/raw/images/lfw_01501.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=69.2, pitch=-19.7"
lfw_01502,data/raw/images/lfw_01502.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-0.7, pitch=-38.7"
lfw_01503,data/raw/images/lfw_01503.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=3.4, pitch=-56.4"
lfw_01504,data/raw/images/lfw_01504.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-25.1, pitch=-16.6"
lfw_01505,data/raw/images/lfw_01505.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-7.6, pitch=-26.5"
lfw_01506,data/raw/images/lfw_01506.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-10.6, pitch=-18.4"
lfw_01507,data/raw/images/lfw_01507.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-11.1, pitch=-15.3"
lfw_01508,data/raw/images/lfw_01508.jpg,MULTIPLE_FACES_DETECTED,
lfw_01509,data/raw/images/lfw_01509.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-56.9, pitch=-27.3"
lfw_01510,data/raw/images/lfw_01510.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=1.2, pitch=-22.7"
lfw_01512,data/raw/images/lfw_01512.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=3.0, pitch=-28.0"
lfw_01513,data/raw/images/lfw_01513.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=14.3, pitch=-16.7"
lfw_01514,data/raw/images/lfw_01514.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-38.3, pitch=-33.2"
lfw_01515,data/raw/images/lfw_01515.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=20.5, pitch=-28.2"
lfw_01516,data/raw/images/lfw_01516.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-11.3, pitch=-16.1"
lfw_01517,data/raw/images/lfw_01517.jpg,MULTIPLE_FACES_DETECTED,
lfw_01518,data/raw/images/lfw_01518.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=24.8, pitch=-24.9"
lfw_01519,data/raw/images/lfw_01519.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=24.8, pitch=-30.3"
lfw_01520,data/raw/images/lfw_01520.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-1.4, pitch=-24.9"
lfw_01521,data/raw/images/lfw_01521.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=6.2, pitch=-35.9"
lfw_01522,data/raw/images/lfw_01522.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-33.8, pitch=-4.8"
lfw_01523,data/raw/images/lfw_01523.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-11.0, pitch=-18.0"
lfw_01525,data/raw/images/lfw_01525.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=8.3, pitch=-43.9"
lfw_01526,data/raw/images/lfw_01526.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=8.1, pitch=-25.3"
lfw_01527,data/raw/images/lfw_01527.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=66.1, pitch=-42.6"
lfw_01529,data/raw/images/lfw_01529.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.9, pitch=-36.4"
lfw_01530,data/raw/images/lfw_01530.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-14.6, pitch=-27.5"
lfw_01531,data/raw/images/lfw_01531.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=10.0, pitch=-39.5"
lfw_01532,data/raw/images/lfw_01532.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-38.3, pitch=-21.1"
lfw_01533,data/raw/images/lfw_01533.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.6, pitch=-19.0"
lfw_01534,data/raw/images/lfw_01534.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=20.2, pitch=-14.0"
lfw_01535,data/raw/images/lfw_01535.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=9.7, pitch=-26.3"
lfw_01536,data/raw/images/lfw_01536.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.1, pitch=-22.3"
lfw_01537,data/raw/images/lfw_01537.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=1.3, pitch=-26.0"
lfw_01538,data/raw/images/lfw_01538.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-20.6, pitch=-25.7"
lfw_01540,data/raw/images/lfw_01540.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.7, pitch=-20.8"
lfw_01541,data/raw/images/lfw_01541.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=16.7, pitch=-17.2"
lfw_01542,data/raw/images/lfw_01542.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-44.4, pitch=-21.9"
lfw_01543,data/raw/images/lfw_01543.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=18.6, pitch=-24.8"
lfw_01544,data/raw/images/lfw_01544.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-18.3, pitch=-23.3"
lfw_01545,data/raw/images/lfw_01545.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-6.9, pitch=-21.7"
lfw_01547,data/raw/images/lfw_01547.jpg,MULTIPLE_FACES_DETECTED,
lfw_01548,data/raw/images/lfw_01548.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=57.5, pitch=-20.3"
lfw_01549,data/raw/images/lfw_01549.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-37.6, pitch=-29.1"
lfw_01552,data/raw/images/lfw_01552.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=18.3, pitch=-25.5"
lfw_01554,data/raw/images/lfw_01554.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-13.0, pitch=-20.2"
lfw_01555,data/raw/images/lfw_01555.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=2.8, pitch=-15.3"
lfw_01556,data/raw/images/lfw_01556.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-21.6, pitch=-20.9"
lfw_01557,data/raw/images/lfw_01557.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-17.7, pitch=-41.9"
lfw_01559,data/raw/images/lfw_01559.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.0, pitch=-18.1"
lfw_01560,data/raw/images/lfw_01560.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-38.4, pitch=-33.8"
lfw_01561,data/raw/images/lfw_01561.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-22.6, pitch=-15.0"
lfw_01562,data/raw/images/lfw_01562.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-5.0, pitch=-22.1"
lfw_01563,data/raw/images/lfw_01563.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=17.1, pitch=-30.3"
lfw_01564,data/raw/images/lfw_01564.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=21.3, pitch=-32.6"
lfw_01565,data/raw/images/lfw_01565.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-4.4, pitch=-26.0"
lfw_01566,data/raw/images/lfw_01566.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-5.5, pitch=-34.2"
lfw_01567,data/raw/images/lfw_01567.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-9.1, pitch=-20.2"
lfw_01568,data/raw/images/lfw_01568.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=19.4, pitch=-18.7"
lfw_01569,data/raw/images/lfw_01569.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-13.0, pitch=-23.4"
lfw_01570,data/raw/images/lfw_01570.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-9.2, pitch=-20.0"
lfw_01571,data/raw/images/lfw_01571.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=5.5, pitch=-36.9"
lfw_01572,data/raw/images/lfw_01572.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-31.0, pitch=-35.2"
lfw_01573,data/raw/images/lfw_01573.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=14.3, pitch=-42.0"
lfw_01574,data/raw/images/lfw_01574.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-38.0, pitch=-32.2"
lfw_01575,data/raw/images/lfw_01575.jpg,MULTIPLE_FACES_DETECTED,
lfw_01576,data/raw/images/lfw_01576.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=14.9, pitch=-28.5"
lfw_01577,data/raw/images/lfw_01577.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=1.2, pitch=-29.1"
lfw_01578,data/raw/images/lfw_01578.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-12.4, pitch=-45.8"
lfw_01579,data/raw/images/lfw_01579.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-18.0, pitch=-60.4"
lfw_01580,data/raw/images/lfw_01580.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=10.0, pitch=-21.6"
lfw_01581,data/raw/images/lfw_01581.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-28.2, pitch=-41.2"
lfw_01582,data/raw/images/lfw_01582.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-9.9, pitch=-19.4"
lfw_01583,data/raw/images/lfw_01583.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=5.7, pitch=-43.3"
lfw_01584,data/raw/images/lfw_01584.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-69.4, pitch=-23.6"
lfw_01585,data/raw/images/lfw_01585.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-23.7, pitch=-8.1"
lfw_01586,data/raw/images/lfw_01586.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=14.8, pitch=-38.2"
lfw_01587,data/raw/images/lfw_01587.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=44.1, pitch=-20.0"
lfw_01588,data/raw/images/lfw_01588.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=19.0, pitch=-24.1"
lfw_01589,data/raw/images/lfw_01589.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-8.6, pitch=-27.5"
lfw_01590,data/raw/images/lfw_01590.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=19.0, pitch=-19.6"
lfw_01591,data/raw/images/lfw_01591.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-17.9, pitch=-36.4"
lfw_01592,data/raw/images/lfw_01592.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=35.8, pitch=-18.9"
lfw_01593,data/raw/images/lfw_01593.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=2.3, pitch=-22.0"
lfw_01594,data/raw/images/lfw_01594.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-32.2, pitch=-25.6"
lfw_01596,data/raw/images/lfw_01596.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=52.7, pitch=-23.1"
lfw_01597,data/raw/images/lfw_01597.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-18.7, pitch=-25.4"
lfw_01598,data/raw/images/lfw_01598.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=20.0, pitch=-14.4"
lfw_01599,data/raw/images/lfw_01599.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=67.7, pitch=-7.7"
lfw_01600,data/raw/images/lfw_01600.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=31.7, pitch=-30.4"
lfw_01602,data/raw/images/lfw_01602.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-32.3, pitch=-22.0"
lfw_01603,data/raw/images/lfw_01603.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-27.7, pitch=-6.4"
lfw_01604,data/raw/images/lfw_01604.jpg,MULTIPLE_FACES_DETECTED,
lfw_01605,data/raw/images/lfw_01605.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-22.4, pitch=-10.2"
