sample_id,image_path,split,symmetry_error,face_aspect_ratio,midface_length_ratio,lowerface_length_ratio,jaw_width_ratio,jaw_angle_sharpness,chin_length_ratio,chin_width_ratio,cheekbone_width_ratio,lower_cheek_ratio,eye_openness_ratio,eye_size_ratio,eye_spacing_ratio,eye_tilt_deg,brow_height_ratio,brow_tilt_deg,nose_width_ratio,nose_length_ratio,nose_tip_deviation_ratio,mouth_width_ratio,mouth_corner_tilt_deg,lip_thickness_ratio,upper_lip_ratio,philtrum_ratio,y_symmetry_error,y_face_aspect_ratio,y_midface_length_ratio,y_lowerface_length_ratio,y_jaw_width_ratio,y_jaw_angle_sharpness,y_chin_length_ratio,y_chin_width_ratio,y_cheekbone_width_ratio,y_lower_cheek_ratio,y_eye_openness_ratio,y_eye_size_ratio,y_eye_spacing_ratio,y_eye_tilt_deg,y_brow_height_ratio,y_brow_tilt_deg,y_nose_width_ratio,y_nose_length_ratio,y_nose_tip_deviation_ratio,y_mouth_width_ratio,y_mouth_corner_tilt_deg,y_lip_thickness_ratio,y_upper_lip_ratio,y_philtrum_ratio,label_method,consent_flag,source
syn_0125,data/raw/images/syn_0125.jpg,train,0.020570,0.890040,0.321069,0.450513,0.973331,127.974860,0.099824,0.155986,0.882933,0.795501,0.280065,0.129368,1.047000,5.672165,0.099751,8.031799,0.249921,0.195148,0.020722,0.441333,-0.772857,0.038941,0.066021,0.063160,ok,high,high,high,high,ok,low,low,ok,ok,ok,ok,ok,ok,high,ok,ok,low,high,low,low,high,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0126,data/raw/images/syn_0126.jpg,train,0.029436,0.654356,0.270832,0.332500,1.001089,128.365641,0.132682,0.253658,0.938735,0.772954,0.308013,0.141265,1.028677,-0.376712,0.087092,6.943760,0.219913,0.269271,0.009505,0.481358,2.904221,0.030300,0.060399,0.050520,high,low,ok,ok,high,high,ok,high,ok,ok,ok,high,ok,low,ok,ok,low,low,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0127,data/raw/images/syn_0127.jpg,train,0.019637,0.726046,0.285692,0.377964,0.875050,113.220219,0.139416,0.228094,0.920312,0.784772,0.254160,0.114787,1.070202,4.680562,0.076248,8.367011,0.253779,0.288476,0.012178,0.482713,1.747743,0.033460,0.060031,0.057846,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0128,data/raw/images/syn_0128.jpg,train,0.013670,0.776381,0.221299,0.365035,0.953743,126.149943,0.164847,0.296402,0.882963,0.827687,0.274400,0.147867,1.067643,6.737285,0.110935,10.523662,0.252656,0.285293,0.005060,0.531906,4.780790,0.030045,0.033288,0.047398,ok,high,low,ok,high,ok,high,high,ok,high,ok,high,ok,high,high,ok,ok,ok,low,high,high,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0129,data/raw/images/syn_0129.jpg,train,0.023208,0.663193,0.201660,0.337779,0.737187,121.905306,0.127968,0.222411,0.984833,0.725524,0.151126,0.119291,1.120344,-1.003402,0.072631,6.611211,0.260974,0.275380,0.038635,0.466878,1.966310,0.028122,0.023283,0.071571,ok,low,low,ok,low,ok,ok,ok,high,low,low,ok,ok,low,ok,ok,ok,ok,high,ok,ok,ok,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0130,data/raw/images/syn_0130.jpg,train,0.001000,0.801409,0.227143,0.292054,0.872377,144.350836,0.149588,0.212350,0.881613,0.819043,0.257795,0.137845,0.755478,5.849547,0.086360,2.559105,0.223858,0.294105,0.007135,0.494501,-2.086696,0.024923,0.080368,0.044891,low,high,low,low,ok,high,ok,ok,ok,ok,ok,high,low,ok,ok,low,low,ok,ok,ok,low,low,high,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0131,data/raw/images/syn_0131.jpg,train,0.012887,0.709375,0.268860,0.420345,0.839948,128.259151,0.114336,0.250923,0.909296,0.769514,0.274683,0.133756,0.870981,0.603423,0.120745,10.025967,0.247369,0.325684,0.011399,0.367430,1.903325,0.031025,0.059190,0.045703,ok,ok,ok,high,ok,high,low,high,ok,ok,ok,ok,low,low,high,ok,ok,ok,ok,low,ok,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0132,data/raw/images/syn_0132.jpg,train,0.015355,0.788528,0.273966,0.338552,0.905554,113.270001,0.172036,0.213020,0.938169,0.737752,0.205132,0.137983,1.089299,6.231034,0.094734,2.122955,0.264192,0.219767,0.017194,0.425719,2.668266,0.037808,0.048526,0.054723,ok,high,ok,ok,ok,ok,high,ok,ok,ok,low,high,ok,ok,ok,low,ok,low,ok,low,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0133,data/raw/images/syn_0133.jpg,train,0.032668,0.620766,0.305745,0.365919,0.946370,98.177306,0.140106,0.264168,0.987958,0.733845,0.263228,0.166035,0.837028,3.839882,0.083548,8.699718,0.227301,0.338579,0.020885,0.570807,-0.482420,0.028146,0.068159,0.076784,high,low,ok,ok,high,low,ok,high,high,low,ok,high,low,ok,ok,ok,low,high,high,high,low,ok,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0134,data/raw/images/syn_0134.jpg,train,0.017970,0.697080,0.277839,0.372059,0.891867,121.338838,0.154437,0.215687,0.908695,0.761959,0.278158,0.126369,1.114769,4.191425,0.080074,7.867114,0.270731,0.292380,0.011738,0.479033,1.483025,0.035616,0.052324,0.062366,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0135,data/raw/images/syn_0135.jpg,train,0.010136,0.670771,0.253565,0.392436,0.879014,131.454652,0.115290,0.153071,0.901453,0.796786,0.191815,0.117337,1.130337,1.176698,0.063520,3.619301,0.254979,0.318253,0.039476,0.538261,-1.654265,0.019706,0.053677,0.073864,ok,low,ok,ok,ok,high,low,low,ok,ok,low,ok,ok,low,low,low,ok,ok,high,high,low,low,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0136,data/raw/images/syn_0136.jpg,train,0.025886,0.688361,0.320066,0.428868,0.982322,105.203027,0.153123,0.168753,0.879727,0.703284,0.264283,0.084100,1.166239,3.956866,0.062711,9.941752,0.313576,0.313815,0.006163,0.465807,1.239701,0.026388,0.034459,0.050458,ok,ok,high,high,high,low,ok,low,ok,low,ok,low,ok,ok,low,ok,high,ok,ok,ok,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0137,data/raw/images/syn_0137.jpg,train,0.032913,0.670366,0.202787,0.355561,0.957197,97.330857,0.145701,0.236458,0.946843,0.813426,0.316488,0.080401,1.142409,8.821297,0.075567,9.485679,0.224495,0.352119,0.005816,0.562474,0.550144,0.037422,0.048599,0.077533,high,low,low,ok,high,low,ok,ok,ok,ok,ok,low,ok,high,ok,ok,low,high,low,high,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0138,data/raw/images/syn_0138.jpg,train,0.001000,0.742159,0.196822,0.299761,1.012440,128.896254,0.079684,0.219759,0.889017,0.814188,0.391024,0.136347,1.115198,5.778144,0.058150,10.804539,0.292238,0.275506,0.005575,0.552499,2.022808,0.022901,0.049911,0.049510,low,ok,low,low,high,high,low,ok,ok,ok,high,ok,ok,ok,low,ok,high,ok,low,high,ok,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0139,data/raw/images/syn_0139.jpg,train,0.017226,0.715637,0.270029,0.443697,0.938260,135.795880,0.089160,0.224446,0.978739,0.823525,0.239239,0.101101,1.194003,3.256200,0.092966,8.626458,0.255883,0.304819,0.003704,0.565059,2.870450,0.043195,0.048650,0.048514,ok,ok,ok,high,high,high,low,ok,high,high,ok,ok,high,ok,ok,ok,ok,ok,low,high,ok,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0140,data/raw/images/syn_0140.jpg,train,0.014169,0.668305,0.307126,0.395625,0.844081,114.164028,0.151298,0.189896,0.899534,0.873629,0.235205,0.107079,1.425710,-3.442302,0.056313,15.189210,0.245666,0.319993,0.033197,0.444148,0.021234,0.035286,0.054090,0.048701,ok,low,ok,ok,ok,ok,ok,low,ok,high,ok,ok,high,low,low,high,ok,ok,high,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0141,data/raw/images/syn_0141.jpg,train,0.017600,0.700078,0.284657,0.370431,0.877175,117.328562,0.144116,0.214618,0.916148,0.778975,0.302080,0.119692,1.045735,3.856371,0.078081,7.035081,0.251958,0.308604,0.010577,0.481154,1.202332,0.029344,0.053606,0.059191,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0142,data/raw/images/syn_0142.jpg,train,0.013025,0.679418,0.262885,0.343268,0.895996,113.060212,0.137072,0.200363,0.937875,0.798676,0.292701,0.135828,1.035113,8.245314,0.089324,13.951342,0.257210,0.310885,0.005178,0.480781,3.545070,0.029076,0.072906,0.055308,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,high,ok,ok,low,ok,high,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0143,data/raw/images/syn_0143.jpg,train,0.036998,0.657072,0.268926,0.335182,0.950744,125.705236,0.137708,0.201768,0.918658,0.823475,0.330144,0.118510,0.982938,4.357236,0.082585,9.010156,0.244128,0.369619,0.005712,0.555624,4.984159,0.039577,0.077489,0.061670,high,low,ok,ok,high,ok,ok,ok,ok,high,high,ok,ok,ok,ok,ok,ok,high,low,high,high,high,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0144,data/raw/images/syn_0144.jpg,train,0.014200,0.688616,0.253157,0.401867,0.776358,100.931733,0.185974,0.260515,0.940717,0.835401,0.326458,0.115328,0.829704,8.490815,0.088924,2.495132,0.264980,0.281251,0.010846,0.463601,2.878022,0.030333,0.041141,0.063076,ok,ok,ok,high,low,low,high,high,ok,high,high,ok,low,high,ok,low,ok,ok,ok,ok,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0145,data/raw/images/syn_0145.jpg,train,0.023830,0.634453,0.296365,0.404381,0.869325,120.252146,0.117070,0.149997,0.946092,0.774727,0.305776,0.114131,1.010947,4.568033,0.078734,11.465117,0.245164,0.242224,0.013441,0.414840,-4.834937,0.023226,0.049737,0.045449,ok,low,ok,high,ok,ok,low,low,ok,ok,ok,ok,ok,ok,ok,high,ok,low,ok,low,low,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0146,data/raw/images/syn_0146.jpg,train,0.001000,0.706521,0.328659,0.401471,0.880577,129.053440,0.126788,0.184720,0.953923,0.714985,0.300041,0.119358,0.995588,2.396791,0.102744,1.642543,0.269415,0.288457,0.004586,0.481947,2.289508,0.031520,0.057940,0.071978,low,ok,high,high,ok,high,ok,low,ok,low,ok,ok,ok,ok,high,low,ok,ok,low,ok,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0147,data/raw/images/syn_0147.jpg,train,0.010789,0.745077,0.210456,0.382848,0.749314,125.576343,0.125745,0.226565,0.847226,0.781441,0.329441,0.135496,1.047412,3.977346,0.102909,10.943961,0.238133,0.276807,0.005201,0.478218,-1.401671,0.014733,0.052380,0.058035,ok,ok,low,ok,low,ok,ok,ok,low,ok,high,ok,ok,ok,high,ok,ok,ok,low,ok,low,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0148,data/raw/images/syn_0148.jpg,train,0.018559,0.736275,0.267075,0.353586,0.854758,118.737489,0.139216,0.215192,0.920518,0.769397,0.264670,0.129878,1.080388,3.838857,0.072293,7.785706,0.265025,0.301699,0.014523,0.495336,1.447157,0.031064,0.053517,0.053760,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0149,data/raw/images/syn_0149.jpg,train,0.028855,0.694551,0.212769,0.383248,0.873075,112.393732,0.081095,0.266802,0.954818,0.711787,0.289106,0.092907,0.845910,-3.345466,0.095587,11.519665,0.249156,0.297606,0.029549,0.442230,-1.461882,0.033020,0.061594,0.051437,high,ok,low,ok,ok,ok,low,high,high,low,ok,low,low,low,high,high,ok,ok,high,low,low,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0150,data/raw/images/syn_0150.jpg,train,0.001000,0.673967,0.307400,0.395738,0.763052,103.328724,0.110445,0.218982,1.030341,0.762851,0.283726,0.100071,1.437797,1.893271,0.069765,8.624873,0.213647,0.332351,0.011917,0.437864,0.010480,0.016848,0.048333,0.027705,low,low,high,ok,low,low,low,ok,high,ok,ok,ok,high,ok,ok,ok,low,high,ok,low,ok,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0151,data/raw/images/syn_0151.jpg,train,0.012594,0.690266,0.256441,0.330857,0.821061,132.808383,0.183177,0.213218,0.977184,0.761610,0.261854,0.099281,1.154620,6.163223,0.054191,8.639912,0.241904,0.263923,0.011743,0.384058,0.415151,0.047116,0.060228,0.041373,ok,ok,ok,ok,low,high,high,ok,high,ok,ok,low,ok,ok,low,ok,ok,low,ok,low,ok,high,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0152,data/raw/images/syn_0152.jpg,train,0.024640,0.725317,0.267168,0.330712,0.880048,110.891231,0.134804,0.249580,0.960786,0.702212,0.251897,0.160173,1.319482,5.294187,0.112191,12.832745,0.255380,0.220148,0.011388,0.415891,1.840937,0.045970,0.057984,0.045578,ok,ok,ok,ok,ok,ok,ok,high,high,low,ok,high,high,ok,high,high,ok,low,ok,low,ok,high,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0153,data/raw/images/syn_0153.jpg,train,0.003968,0.602223,0.203759,0.441338,0.939917,116.427540,0.135411,0.217921,0.919413,0.863527,0.303407,0.070439,1.209100,-2.754355,0.071876,2.455753,0.261413,0.249714,0.001000,0.427673,3.534530,0.030514,0.063006,0.071324,low,low,low,high,high,ok,ok,ok,ok,high,ok,low,high,low,ok,low,ok,low,low,low,high,ok,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0154,data/raw/images/syn_0154.jpg,train,0.020860,0.754206,0.241221,0.355772,0.799581,124.645840,0.167187,0.258633,0.918588,0.833727,0.271280,0.105963,1.125308,6.540855,0.124073,10.916524,0.221467,0.260875,0.001000,0.483869,-1.249212,0.042899,0.051502,0.062701,ok,ok,low,ok,low,ok,high,high,ok,high,ok,ok,ok,high,high,ok,low,low,low,ok,low,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0155,data/raw/images/syn_0155.jpg,train,0.018455,0.725157,0.269635,0.359581,0.872521,117.696145,0.140935,0.226815,0.914181,0.792354,0.284939,0.130242,0.925778,3.437655,0.086293,5.478753,0.272991,0.300822,0.006894,0.489070,0.842142,0.030174,0.059394,0.053839,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0156,data/raw/images/syn_0156.jpg,train,0.006488,0.840478,0.317163,0.343272,0.824736,115.552482,0.187319,0.180700,0.856306,0.856473,0.263073,0.122511,1.128732,2.634741,0.031518,7.151325,0.303437,0.386898,0.010821,0.478566,4.913664,0.036766,0.058545,0.031250,low,high,high,ok,low,ok,high,low,low,high,ok,ok,ok,ok,low,ok,high,high,ok,ok,high,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0157,data/raw/images/syn_0157.jpg,train,0.013004,0.732885,0.219438,0.341698,0.999596,114.914200,0.096969,0.144516,0.919436,0.745337,0.227889,0.125688,1.092721,4.611031,0.087010,3.084020,0.237582,0.286954,0.011462,0.529479,-0.320481,0.025779,0.072849,0.056901,ok,ok,low,ok,high,ok,low,low,ok,ok,low,ok,ok,ok,ok,low,ok,ok,ok,high,ok,low,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0158,data/raw/images/syn_0158.jpg,train,0.001224,0.701342,0.230552,0.303152,0.786602,108.448285,0.201792,0.260419,0.989084,0.845257,0.271907,0.130086,1.065423,0.261740,0.056751,11.601401,0.217356,0.308037,0.018521,0.517637,2.423162,0.022394,0.061485,0.053341,low,ok,low,low,low,low,high,high,high,high,ok,ok,ok,low,low,high,low,ok,ok,ok,ok,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0159,data/raw/images/syn_0159.jpg,train,0.006269,0.600675,0.298048,0.282378,0.760487,138.974999,0.103959,0.203201,0.923590,0.784213,0.218842,0.102292,1.170848,3.024254,0.079537,-0.650411,0.239921,0.334296,0.004708,0.432423,2.437259,0.036789,0.059005,0.048204,low,low,ok,low,low,high,low,ok,ok,ok,low,ok,high,ok,ok,low,ok,high,low,low,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0160,data/raw/images/syn_0160.jpg,train,0.026996,0.817738,0.326799,0.281833,1.085065,102.092771,0.103223,0.232176,0.915282,0.801681,0.358699,0.143263,0.915978,4.252236,0.100224,12.211648,0.299356,0.332698,0.019079,0.454324,-1.795444,0.035379,0.049552,0.069934,high,high,high,low,high,low,low,ok,ok,ok,high,high,low,ok,high,high,high,high,ok,ok,low,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0161,data/raw/images/syn_0161.jpg,train,0.007529,0.697129,0.262876,0.408349,0.932601,118.273847,0.148761,0.284591,0.831867,0.824882,0.344799,0.150357,1.170375,1.291302,0.069219,10.648715,0.239375,0.292066,0.001000,0.420378,2.366646,0.028592,0.045895,0.052746,low,ok,ok,high,ok,ok,ok,high,low,high,high,high,high,ok,ok,ok,ok,ok,low,low,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0162,data/raw/images/syn_0162.jpg,train,0.018904,0.716081,0.281726,0.361106,0.875599,117.965947,0.133345,0.214984,0.897037,0.762504,0.262194,0.117507,1.092387,3.992096,0.080752,7.057556,0.262512,0.316958,0.011782,0.469691,0.771328,0.032526,0.052176,0.057140,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0163,data/raw/images/syn_0163.jpg,train,0.005852,0.620633,0.299198,0.295315,0.922429,130.449135,0.122216,0.228332,0.989608,0.752110,0.375907,0.111786,0.909344,4.341405,0.084503,12.537456,0.291025,0.314781,0.018562,0.489044,3.480265,0.027850,0.042025,0.057503,low,low,ok,low,ok,high,ok,ok,high,ok,high,ok,low,ok,ok,high,high,ok,ok,ok,high,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0164,data/raw/images/syn_0164.jpg,train,0.050270,0.768461,0.251999,0.429696,0.749486,114.977225,0.151923,0.193071,0.890291,0.769800,0.247450,0.100396,0.887367,-1.460200,0.060672,7.593797,0.295223,0.273464,0.001000,0.560272,-1.358143,0.032757,0.043763,0.046373,high,high,ok,high,low,ok,ok,low,ok,ok,ok,ok,low,low,low,ok,high,ok,low,high,low,ok,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0165,data/raw/images/syn_0165.jpg,train,0.022639,0.747669,0.330840,0.393438,0.890782,125.494866,0.109093,0.268421,0.946633,0.809388,0.315910,0.083007,0.879910,4.462993,0.082899,10.300155,0.263730,0.292620,0.024578,0.497479,3.366650,0.041562,0.070168,0.058812,ok,ok,high,ok,ok,ok,low,high,ok,ok,ok,low,low,ok,ok,ok,ok,ok,high,ok,ok,high,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0166,data/raw/images/syn_0166.jpg,train,0.026709,0.735960,0.322901,0.474031,0.806857,108.967186,0.187511,0.227445,0.898505,0.738352,0.336246,0.134009,1.351162,3.680814,0.098032,14.615559,0.209813,0.257864,0.014714,0.451372,0.446293,0.026713,0.053225,0.044152,high,ok,high,high,low,low,high,ok,ok,ok,high,ok,high,ok,high,high,low,low,ok,ok,ok,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0167,data/raw/images/syn_0167.jpg,train,0.002643,0.743111,0.284993,0.408944,0.916536,123.087439,0.162587,0.183406,0.895077,0.796492,0.336093,0.136164,1.018203,3.347991,0.084997,3.374463,0.289700,0.330892,0.021290,0.529672,3.994718,0.016928,0.057703,0.037842,low,ok,ok,high,ok,ok,high,low,ok,ok,high,ok,ok,ok,ok,low,high,high,high,high,high,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0168,data/raw/images/syn_0168.jpg,train,0.006568,0.712032,0.327322,0.376558,0.896200,139.427474,0.147231,0.182011,0.850306,0.727624,0.286714,0.081484,1.115736,5.081129,0.065600,8.416520,0.278077,0.274722,0.019328,0.444164,2.968793,0.043661,0.058865,0.039718,low,ok,high,ok,ok,high,ok,low,low,low,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0169,data/raw/images/syn_0169.jpg,train,0.018266,0.721216,0.271388,0.344256,0.873322,120.605066,0.146134,0.231999,0.919439,0.809469,0.267308,0.122755,1.040940,5.304979,0.080161,6.967916,0.262116,0.288780,0.009819,0.491580,1.487305,0.033711,0.052379,0.058890,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0170,data/raw/images/syn_0170.jpg,train,0.015896,0.602558,0.244172,0.290127,0.777533,124.125939,0.150970,0.243632,0.883136,0.811903,0.191916,0.107928,1.026186,2.003894,0.082009,7.909038,0.276489,0.312141,0.021553,0.455988,3.128790,0.034220,0.057917,0.056605,ok,low,low,low,low,ok,ok,ok,ok,ok,low,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0171,data/raw/images/syn_0171.jpg,train,0.001000,0.835049,0.243387,0.320178,0.857439,102.279965,0.192377,0.195212,0.885809,0.730219,0.306222,0.154896,1.090913,1.290335,0.106456,9.134257,0.234715,0.297119,0.013313,0.491854,1.504042,0.032191,0.077354,0.089005,low,high,low,low,ok,low,high,ok,ok,low,ok,high,ok,ok,high,ok,low,ok,ok,ok,ok,ok,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0172,data/raw/images/syn_0172.jpg,train,0.020076,0.664967,0.237991,0.400657,0.766316,115.818334,0.151848,0.227267,0.899767,0.890266,0.327775,0.108229,1.167489,3.356179,0.069675,6.369670,0.301388,0.277638,0.011287,0.531002,2.260276,0.033923,0.047016,0.082970,ok,low,low,high,low,ok,ok,ok,ok,high,high,ok,high,ok,ok,ok,high,ok,ok,high,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0173,data/raw/images/syn_0173.jpg,train,0.027820,0.577887,0.332167,0.295697,0.783958,109.624779,0.177736,0.209103,0.930531,0.679800,0.344530,0.113319,0.856607,5.136868,0.089797,8.340092,0.305200,0.323345,0.027022,0.477261,1.773891,0.038913,0.068904,0.051003,high,low,high,low,low,low,high,ok,ok,low,high,ok,low,ok,ok,ok,high,ok,high,ok,ok,high,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0174,data/raw/images/syn_0174.jpg,train,0.040630,0.726921,0.280193,0.382092,0.820100,98.247961,0.201673,0.262570,0.873802,0.788226,0.317412,0.107801,1.264968,2.269206,0.099848,5.478281,0.277751,0.361994,0.016744,0.455596,2.054166,0.037799,0.049863,0.050261,high,ok,ok,ok,low,low,high,high,low,ok,ok,ok,high,ok,high,ok,ok,high,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0175,data/raw/images/syn_0175.jpg,train,0.039144,0.803818,0.253470,0.294084,0.790160,104.622577,0.131481,0.216971,0.850812,0.789276,0.105807,0.123496,1.291174,-0.252883,0.022406,8.666197,0.284524,0.283663,0.014287,0.544554,5.723421,0.036784,0.040168,0.057033,high,high,ok,low,low,low,ok,ok,low,ok,low,ok,high,low,low,ok,ok,ok,ok,high,high,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0176,data/raw/images/syn_0176.jpg,train,0.014999,0.719767,0.277586,0.352863,0.906795,117.316991,0.128893,0.223795,0.928576,0.780766,0.268377,0.117298,1.027919,3.558407,0.076491,7.778960,0.248137,0.302468,0.010044,0.490964,1.738282,0.035012,0.050907,0.059234,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0177,data/raw/images/syn_0177.jpg,train,0.016601,0.757134,0.315590,0.408059,0.884311,123.454898,0.137249,0.249106,0.875411,0.804273,0.372364,0.170161,1.210214,9.114745,0.090472,12.215251,0.328076,0.297830,0.001000,0.471484,1.964951,0.025409,0.040626,0.049084,ok,ok,high,high,ok,ok,ok,high,low,ok,high,high,high,high,ok,high,high,ok,low,ok,ok,low,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0178,data/raw/images/syn_0178.jpg,train,0.003240,0.774760,0.348187,0.393769,0.782379,120.484894,0.114252,0.231190,0.878843,0.838971,0.322139,0.111985,1.125670,4.221196,0.114549,0.393714,0.274451,0.349720,0.008332,0.455045,1.943252,0.024642,0.048561,0.042710,low,high,high,ok,low,ok,low,ok,ok,high,ok,ok,ok,ok,high,low,ok,high,ok,ok,ok,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0179,data/raw/images/syn_0179.jpg,train,0.015870,0.594481,0.255889,0.387923,0.853502,113.057234,0.166969,0.283112,0.883139,0.852297,0.174971,0.098854,1.130369,4.901863,0.082382,11.459427,0.252905,0.330500,0.007110,0.448626,-3.187259,0.037411,0.044586,0.067090,ok,low,ok,ok,ok,ok,high,high,ok,high,low,low,ok,ok,ok,high,ok,high,ok,ok,low,ok,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0180,data/raw/images/syn_0180.jpg,train,0.030116,0.706669,0.283490,0.369891,0.865647,100.496818,0.183372,0.197287,0.946473,0.797482,0.297380,0.125473,1.186812,0.952444,0.099841,8.663449,0.261373,0.283396,0.011546,0.508958,-1.429876,0.018235,0.051703,0.063425,high,ok,ok,ok,ok,low,high,ok,ok,ok,ok,ok,high,low,high,ok,ok,ok,ok,ok,low,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0181,data/raw/images/syn_0181.jpg,train,0.014411,0.802271,0.331841,0.430126,0.981660,121.162607,0.157008,0.192716,0.785725,0.804323,0.233696,0.114971,0.677189,7.141385,0.075965,5.637004,0.219578,0.267496,0.003531,0.431448,-2.032585,0.030322,0.050942,0.065313,ok,high,high,high,high,ok,ok,low,low,ok,low,ok,low,high,ok,ok,low,low,low,low,low,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0182,data/raw/images/syn_0182.jpg,train,0.001000,0.693251,0.244346,0.377046,0.876333,128.188279,0.195145,0.220043,0.946500,0.735022,0.272390,0.120621,1.370829,0.011538,0.077319,8.077804,0.233598,0.314098,0.012142,0.485977,-0.305439,0.037877,0.043835,0.050534,low,ok,low,ok,ok,high,high,ok,ok,low,ok,ok,high,low,ok,ok,low,ok,ok,ok,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
