sample_id,image_path,split,symmetry_error,face_aspect_ratio,midface_length_ratio,lowerface_length_ratio,jaw_width_ratio,jaw_angle_sharpness,chin_length_ratio,chin_width_ratio,cheekbone_width_ratio,lower_cheek_ratio,eye_openness_ratio,eye_size_ratio,eye_spacing_ratio,eye_tilt_deg,brow_height_ratio,brow_tilt_deg,nose_width_ratio,nose_length_ratio,nose_tip_deviation_ratio,mouth_width_ratio,mouth_corner_tilt_deg,lip_thickness_ratio,upper_lip_ratio,philtrum_ratio,y_symmetry_error,y_face_aspect_ratio,y_midface_length_ratio,y_lowerface_length_ratio,y_jaw_width_ratio,y_jaw_angle_sharpness,y_chin_length_ratio,y_chin_width_ratio,y_cheekbone_width_ratio,y_lower_cheek_ratio,y_eye_openness_ratio,y_eye_size_ratio,y_eye_spacing_ratio,y_eye_tilt_deg,y_brow_height_ratio,y_brow_tilt_deg,y_nose_width_ratio,y_nose_length_ratio,y_nose_tip_deviation_ratio,y_mouth_width_ratio,y_mouth_corner_tilt_deg,y_lip_thickness_ratio,y_upper_lip_ratio,y_philtrum_ratio,suggestion_ids,priority_order,annotator_id,label_method,consent_flag,source,feature_contract_version,yaw_deg,pitch_deg
lfw_00565,data/raw/images/lfw_00565.jpg,train,0.032694,0.875598,0.277982,0.402834,0.774713,110.811566,0.402834,0.309330,0.978135,0.868000,0.278881,0.196226,1.271306,1.010852,0.110050,0.257703,0.228205,0.212767,0.078524,0.379121,1.384933,0.027489,0.024126,0.063718,high,high,high,low,low,ok,low,low,low,low,ok,ok,ok,high,ok,high,ok,high,ok,ok,high,ok,ok,low,SUG_SYM_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,SUG_SYM_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-11.00907526910305,-2.104800409107343
lfw_00586,data/raw/images/lfw_00586.jpg,train,0.028499,0.813039,0.257922,0.428810,0.800968,113.030856,0.428810,0.320391,0.988821,0.892939,0.355771,0.192597,1.302361,-0.097110,0.115781,-0.635341,0.211604,0.201154,0.069771,0.306518,-0.740795,0.019408,0.032915,0.079958,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,high,low,high,high,ok,ok,low,ok,ok,low,ok,ok,high,ok,SUG_FACE_ASPECT_LOW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_WIDE_01,SUG_FACE_ASPECT_LOW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_WIDE_01,rules_v1,rules_v1,research_lfw,lfw,v1,-9.789604313671589,-7.995714386582521
lfw_00588,data/raw/images/lfw_00588.jpg,train,0.009527,0.774327,0.243333,0.451467,0.787041,115.658271,0.451467,0.328961,0.983834,0.880912,0.356961,0.208108,1.187638,-1.440213,0.113921,-0.961179,0.224701,0.196216,0.039657,0.343536,-3.116995,0.029214,0.035611,0.094485,ok,low,ok,high,ok,high,high,ok,ok,ok,high,high,low,ok,ok,ok,ok,ok,ok,ok,low,ok,high,high,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,rules_v1,rules_v1,research_lfw,lfw,v1,5.63581657782197,-12.560213371224963
lfw_00633,data/raw/images/lfw_00633.jpg,train,0.013053,0.848961,0.238722,0.444287,0.807301,109.243828,0.444287,0.318668,0.987095,0.897595,0.320964,0.206736,1.191178,-1.923015,0.117405,-1.619276,0.218055,0.193850,0.043213,0.386076,-2.384930,0.003343,0.025150,0.088106,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,ok,low,ok,ok,ok,low,ok,ok,SUG_EYE_CLOSE_01|SUG_NOSE_SHORT_01|SUG_LIP_THIN_01,SUG_EYE_CLOSE_01|SUG_NOSE_SHORT_01|SUG_LIP_THIN_01,rules_v1,rules_v1,research_lfw,lfw,v1,6.080147936940193,-12.687150519953407
lfw_00640,data/raw/images/lfw_00640.jpg,train,0.013213,0.815175,0.249027,0.444259,0.796109,112.779363,0.444259,0.320744,0.985352,0.888647,0.298469,0.197368,1.256519,-1.217699,0.106823,-1.578915,0.225193,0.196817,0.014888,0.388814,-1.888458,0.026825,0.028291,0.073915,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,ok,ok,SUG_FACE_ASPECT_LOW_01,SUG_FACE_ASPECT_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-2.052111614495516,-10.944259858063601
lfw_00659,data/raw/images/lfw_00659.jpg,train,0.005411,0.838062,0.233372,0.436839,0.783897,107.844090,0.436839,0.292059,0.982820,0.881253,0.391589,0.207744,1.169978,-1.249782,0.144128,-1.212140,0.205005,0.189420,0.021472,0.383841,-2.224053,0.023975,0.030782,0.078127,low,ok,low,ok,ok,low,ok,low,ok,ok,high,ok,low,ok,high,ok,low,low,ok,ok,ok,ok,ok,ok,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,2.9957098122686148,-12.922687370611252
lfw_00667,data/raw/images/lfw_00667.jpg,train,0.003731,0.896588,0.315968,0.360014,0.761847,111.432490,0.360014,0.300406,0.972296,0.854146,0.354041,0.220420,1.223919,1.770678,0.137602,2.095518,0.235822,0.221323,0.000181,0.366565,-1.497980,0.010711,0.027508,0.066688,low,high,high,low,low,ok,low,low,low,low,high,high,ok,high,high,high,ok,high,low,ok,ok,ok,ok,ok,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-0.10718378836463671,8.535629787320813
lfw_00672,data/raw/images/lfw_00672.jpg,train,0.005575,0.852768,0.275918,0.390531,0.769847,110.284051,0.390531,0.293388,0.977158,0.864568,0.389664,0.217077,1.222359,-1.431441,0.135288,-0.958230,0.222359,0.206752,0.018951,0.361856,-2.682913,0.010637,0.028555,0.077099,low,ok,high,low,low,ok,low,low,low,low,high,high,ok,ok,high,ok,ok,ok,low,ok,low,ok,ok,ok,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,2.7359840366989374,-1.0778550411621555
lfw_00685,data/raw/images/lfw_00685.jpg,train,0.011346,0.866461,0.236918,0.428798,0.783922,107.310872,0.428798,0.309555,0.984867,0.878293,0.340514,0.206942,1.275716,0.199327,0.150293,0.205097,0.227387,0.194292,0.019055,0.330036,-1.165435,0.022877,0.036836,0.084493,ok,ok,low,ok,ok,low,ok,low,ok,ok,high,ok,ok,high,high,high,ok,low,ok,low,ok,ok,high,ok,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-2.5792612060904503,-11.540723222582432
lfw_00688,data/raw/images/lfw_00688.jpg,train,0.028408,0.823270,0.224637,0.441277,0.796161,108.605127,0.441277,0.323053,0.983171,0.885155,0.335622,0.204210,1.363948,2.410462,0.153732,1.801909,0.246693,0.197316,0.094378,0.392820,2.135620,0.010591,0.038507,0.080672,ok,ok,low,ok,ok,low,ok,ok,ok,ok,high,ok,high,high,high,high,high,ok,high,ok,high,ok,high,ok,SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_OPEN_HIGH_01,SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_OPEN_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-13.363098040223122,-14.87940049598758
lfw_00705,data/raw/images/lfw_00705.jpg,train,0.029971,0.863978,0.264968,0.414657,0.794117,109.002029,0.414657,0.302208,0.984880,0.887758,0.353096,0.192817,1.215036,-1.095386,0.126204,-1.412299,0.206452,0.206607,0.058078,0.362880,-1.548343,0.006399,0.024799,0.079451,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,high,low,ok,ok,ok,ok,low,ok,ok,ok,ok,ok,ok,ok,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_LOW_01|SUG_NOSE_NARROW_01,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_LOW_01|SUG_NOSE_NARROW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-8.149169705808163,-5.422686247818869
lfw_00709,data/raw/images/lfw_00709.jpg,train,0.022974,0.826617,0.256184,0.450855,0.794369,114.820547,0.450855,0.340422,0.987628,0.889252,0.254224,0.201006,1.199252,-8.893228,0.109063,-8.585079,0.218544,0.200216,0.087735,0.313337,-9.077503,0.066944,0.035824,0.087215,ok,ok,ok,ok,ok,high,ok,high,ok,ok,ok,ok,low,low,ok,low,ok,ok,high,low,low,high,high,ok,SUG_NOSE_DEV_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01|SUG_EYE_CLOSE_01,SUG_NOSE_DEV_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01|SUG_EYE_CLOSE_01,rules_v1,rules_v1,research_lfw,lfw,v1,12.533515401184559,-10.379905536940088
lfw_00722,data/raw/images/lfw_00722.jpg,train,0.014510,0.895330,0.238115,0.450651,0.788947,107.884279,0.450651,0.313794,0.981938,0.882623,0.296984,0.207696,1.248812,-3.423206,0.112115,-3.527225,0.223296,0.183864,0.001615,0.428129,-2.733073,0.059816,0.024280,0.059772,ok,high,low,ok,ok,low,ok,ok,ok,ok,ok,ok,ok,low,ok,low,ok,low,low,ok,low,high,ok,low,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_TILT_LOW_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_TILT_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-0.03212043677922338,-13.37161361187195
lfw_00767,data/raw/images/lfw_00767.jpg,train,0.016842,0.865135,0.299142,0.408261,0.810746,114.210402,0.408261,0.345957,0.985864,0.895379,0.244053,0.215809,1.224105,-1.868955,0.107211,-1.818114,0.250342,0.223661,0.058693,0.402392,-1.968760,0.002329,0.022980,0.071412,ok,ok,high,low,ok,high,low,high,ok,ok,ok,high,ok,ok,ok,ok,high,high,ok,ok,ok,low,ok,ok,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,8.36106502264738,0.5172513993646438
lfw_00770,data/raw/images/lfw_00770.jpg,train,0.008981,0.872503,0.245766,0.422333,0.781270,106.836296,0.422333,0.308708,0.981041,0.875010,0.278071,0.194131,1.299945,-1.065603,0.124201,-1.224908,0.223477,0.205500,0.019416,0.341627,-0.625638,0.010088,0.030131,0.082138,low,ok,ok,ok,low,low,ok,low,ok,low,ok,ok,high,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,ok,SUG_JAW_NARROW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01|SUG_LOWER_CHEEK_LOW_01,SUG_JAW_NARROW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01|SUG_LOWER_CHEEK_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-2.7469473984092474,-9.385430814716003
lfw_00790,data/raw/images/lfw_00790.jpg,train,0.008403,0.826211,0.239097,0.452927,0.803594,111.200410,0.452927,0.337045,0.988940,0.894558,0.310766,0.200832,1.268661,-1.212344,0.133807,-1.728123,0.238794,0.198466,0.017405,0.352140,-1.291676,0.029095,0.036060,0.084757,low,ok,ok,high,ok,ok,high,high,ok,ok,ok,ok,ok,ok,high,ok,high,ok,low,ok,ok,ok,high,ok,SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01|SUG_BROW_HIGH_01,SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01|SUG_BROW_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-2.4961779043078423,-13.409128081500564
lfw_00830,data/raw/images/lfw_00830.jpg,train,0.027949,0.833195,0.244847,0.440276,0.788953,111.655532,0.440276,0.322468,0.982794,0.881301,0.287714,0.195804,1.270409,-1.641322,0.124446,-2.513078,0.224658,0.196451,0.057610,0.357869,-0.845770,0.018431,0.033069,0.092096,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,ok,ok,ok,high,high,SUG_BROW_TILT_LOW_01|SUG_UPPER_LIP_HIGH_01|SUG_PHILTRUM_HIGH_01,SUG_BROW_TILT_LOW_01|SUG_UPPER_LIP_HIGH_01|SUG_PHILTRUM_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-8.004495911300182,-11.272093935967229
lfw_00845,data/raw/images/lfw_00845.jpg,train,0.013176,0.848059,0.289254,0.392372,0.789531,113.799597,0.392372,0.311748,0.982097,0.881829,0.243359,0.201112,1.211268,-1.136567,0.120840,-0.552757,0.229010,0.218710,0.041983,0.357982,-1.673880,0.010172,0.021811,0.082307,ok,ok,high,low,ok,high,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,ok,ok,ok,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,6.096916604787111,0.7845944535226751
lfw_00852,data/raw/images/lfw_00852.jpg,train,0.025452,0.832259,0.238548,0.449221,0.807478,110.962201,0.449221,0.328424,0.987208,0.898227,0.247237,0.193037,1.264455,-2.080999,0.140118,-1.983181,0.234480,0.203542,0.046189,0.435616,-2.858299,0.039915,0.022195,0.066637,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,ok,high,low,ok,ok,ok,SUG_BROW_HIGH_01|SUG_MOUTH_WIDE_01|SUG_MOUTH_TILT_LOW_01,SUG_BROW_HIGH_01|SUG_MOUTH_WIDE_01|SUG_MOUTH_TILT_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-6.310694262385368,-13.168112187143663
lfw_00855,data/raw/images/lfw_00855.jpg,train,0.014993,0.858606,0.257539,0.425713,0.801004,109.547564,0.425713,0.317096,0.984785,0.892601,0.335136,0.204064,1.156489,-1.674436,0.144512,-1.715502,0.219995,0.209576,0.052793,0.364910,-1.962164,0.008463,0.025764,0.088262,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,low,ok,high,ok,ok,ok,ok,ok,ok,ok,ok,ok,SUG_EYE_OPEN_HIGH_01|SUG_EYE_CLOSE_01|SUG_BROW_HIGH_01,SUG_EYE_OPEN_HIGH_01|SUG_EYE_CLOSE_01|SUG_BROW_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,7.497672367841005,-7.752240436920491
lfw_00865,data/raw/images/lfw_00865.jpg,train,0.005003,0.839232,0.253224,0.436975,0.787370,111.183343,0.436975,0.308470,0.982939,0.883691,0.371123,0.204708,1.165406,-0.605264,0.132732,0.346480,0.208700,0.198473,0.020056,0.371037,-2.661433,0.049400,0.027652,0.079625,low,ok,ok,ok,ok,ok,ok,low,ok,ok,high,ok,low,ok,high,high,low,ok,ok,ok,low,high,ok,ok,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_CLOSE_01|SUG_BROW_HIGH_01,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_CLOSE_01|SUG_BROW_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,2.797695329412818,-9.560487909083943
lfw_00866,data/raw/images/lfw_00866.jpg,train,0.028146,0.832327,0.242566,0.442384,0.781110,110.857647,0.442384,0.314135,0.978565,0.874869,0.350778,0.212953,1.123625,-2.145999,0.168752,-1.992915,0.218134,0.202297,0.094412,0.379602,-2.453173,0.036679,0.031277,0.083416,ok,ok,ok,ok,low,ok,ok,ok,low,low,high,high,low,ok,high,ok,ok,ok,high,ok,ok,ok,ok,ok,SUG_NOSE_DEV_HIGH_01|SUG_JAW_NARROW_01|SUG_CHEEK_NARROW_01|SUG_LOWER_CHEEK_LOW_01,SUG_NOSE_DEV_HIGH_01|SUG_JAW_NARROW_01|SUG_CHEEK_NARROW_01|SUG_LOWER_CHEEK_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,13.549015559256077,-11.85522200074403
lfw_00871,data/raw/images/lfw_00871.jpg,train,0.011979,0.847049,0.231757,0.448234,0.814658,108.151014,0.448234,0.312369,0.990896,0.906024,0.303495,0.195761,1.206110,-1.205265,0.126505,-1.748783,0.217935,0.193428,0.019352,0.415570,-0.974752,0.006196,0.026077,0.085692,ok,ok,low,ok,ok,low,ok,ok,high,high,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,low,ok,ok,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-2.7056001741439104,-14.251757360938038
lfw_00885,data/raw/images/lfw_00885.jpg,train,0.052696,0.848793,0.272223,0.410735,0.798774,112.271448,0.410735,0.304616,0.986856,0.893288,0.278516,0.188449,1.231973,-1.371994,0.113354,-2.020968,0.216099,0.206307,0.104101,0.400352,-1.731841,0.036059,0.018806,0.065515,high,ok,high,low,ok,ok,low,low,ok,ok,ok,low,ok,ok,ok,ok,low,ok,high,ok,ok,ok,low,low,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-14.518281407654285,-3.853080205534201
lfw_00888,data/raw/images/lfw_00888.jpg,train,0.008578,0.888972,0.274909,0.402052,0.802735,108.839478,0.402052,0.326707,0.985811,0.891568,0.376598,0.210577,1.186088,0.535026,0.160141,0.964815,0.236913,0.220181,0.022420,0.358181,2.882496,0.001019,0.025474,0.082187,low,high,high,low,ok,ok,low,ok,ok,ok,high,high,low,high,high,high,ok,high,ok,ok,high,low,ok,ok,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,-3.1273305024951696,-2.503198365176483
lfw_00895,data/raw/images/lfw_00895.jpg,train,0.011767,0.845126,0.244106,0.450448,0.805069,110.249688,0.450448,0.327159,0.988407,0.896382,0.297368,0.189019,1.234179,-0.970561,0.106879,-1.548726,0.209342,0.197155,0.027258,0.322376,-0.483395,0.013051,0.032221,0.090165,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,ok,low,ok,ok,low,ok,ok,high,ok,SUG_EYE_SIZE_LOW_01|SUG_NOSE_NARROW_01|SUG_MOUTH_NARROW_01|SUG_UPPER_LIP_HIGH_01,SUG_EYE_SIZE_LOW_01|SUG_NOSE_NARROW_01|SUG_MOUTH_NARROW_01|SUG_UPPER_LIP_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-3.9436276238411665,-12.337620779597112
lfw_00898,data/raw/images/lfw_00898.jpg,train,0.019251,0.824980,0.244937,0.434117,0.787645,111.338708,0.434117,0.313878,0.982201,0.879522,0.318098,0.202318,1.234538,-1.111146,0.120226,-0.117790,0.213936,0.198446,0.050093,0.334433,-2.828009,0.014750,0.027213,0.079177,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,low,ok,ok,low,low,ok,ok,ok,SUG_BROW_TILT_HIGH_01|SUG_NOSE_NARROW_01|SUG_MOUTH_NARROW_01|SUG_MOUTH_TILT_LOW_01,SUG_BROW_TILT_HIGH_01|SUG_NOSE_NARROW_01|SUG_MOUTH_NARROW_01|SUG_MOUTH_TILT_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,6.954996306449175,-10.673382756501379
lfw_00908,data/raw/images/lfw_00908.jpg,train,0.008650,0.928011,0.253399,0.470418,0.835457,108.348853,0.470418,0.362942,0.995825,0.919857,0.264850,0.201410,1.209899,-1.063356,0.116239,-1.601633,0.226176,0.201781,0.006648,0.337639,2.352014,0.015682,0.029795,0.094679,low,high,ok,high,high,low,high,high,high,high,ok,ok,ok,ok,ok,ok,ok,ok,low,low,high,ok,ok,high,SUG_FACE_ASPECT_HIGH_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01,SUG_FACE_ASPECT_HIGH_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,0.9675250654108822,-12.584190047853603
lfw_00943,data/raw/images/lfw_00943.jpg,train,0.024396,0.861435,0.298914,0.366785,0.762683,113.010008,0.366785,0.309413,0.972507,0.856818,0.300338,0.224232,1.196986,8.664177,0.124997,8.621939,0.259578,0.226014,0.024243,0.424538,7.830111,0.014552,0.026379,0.086566,ok,ok,high,low,low,ok,low,low,low,low,ok,high,low,high,ok,high,high,high,ok,ok,high,ok,ok,ok,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,3.0806892681866884,5.224031777647266
lfw_00948,data/raw/images/lfw_00948.jpg,train,0.046270,0.858754,0.342229,0.347600,0.771880,117.010628,0.347600,0.319203,0.975592,0.863016,0.207461,0.219616,1.200330,-2.165005,0.097260,-1.500256,0.241079,0.242995,0.095549,0.359778,-2.579119,0.004570,0.020070,0.071971,high,ok,high,low,low,high,low,ok,low,low,low,high,ok,ok,low,ok,high,high,high,ok,low,low,low,ok,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,13.20322859287262,13.699151915905476
lfw_00965,data/raw/images/lfw_00965.jpg,train,0.004912,0.818048,0.268957,0.432150,0.801098,115.489521,0.432150,0.339712,0.986399,0.890602,0.240445,0.216330,1.308613,1.752473,0.119419,0.996878,0.259717,0.208859,0.009333,0.476262,2.781256,0.053125,0.028322,0.064047,low,low,ok,ok,ok,high,ok,high,ok,ok,ok,high,high,high,ok,high,high,ok,low,high,high,high,ok,low,SUG_FACE_ASPECT_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01|SUG_EYE_SIZE_HIGH_01,SUG_FACE_ASPECT_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01|SUG_EYE_SIZE_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,1.735160700045526,-6.548824880533422
lfw_00966,data/raw/images/lfw_00966.jpg,train,0.009345,0.791306,0.235816,0.457039,0.820048,113.913518,0.457039,0.338204,0.991972,0.907085,0.263277,0.209032,1.343512,-1.821433,0.124312,-1.582850,0.243205,0.194243,0.015189,0.419203,-2.437321,0.018989,0.034692,0.078425,ok,low,low,high,high,high,high,high,high,high,ok,high,high,ok,ok,ok,high,low,low,ok,ok,ok,high,ok,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01,rules_v1,rules_v1,research_lfw,lfw,v1,2.397586061619222,-14.336130585610839
lfw_00971,data/raw/images/lfw_00971.jpg,train,0.002956,0.868916,0.309306,0.378985,0.806018,114.056582,0.378985,0.316580,0.986319,0.895502,0.179276,0.201328,1.267849,-0.643446,0.089275,-1.450004,0.242394,0.226489,0.001850,0.430826,0.768108,0.019512,0.010841,0.051299,low,ok,high,low,ok,high,low,ok,ok,ok,low,ok,ok,ok,low,ok,high,high,low,ok,high,ok,low,low,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,0.5101117766462266,5.2889147803426395
lfw_00984,data/raw/images/lfw_00984.jpg,train,0.027908,0.811133,0.236990,0.441247,0.782488,112.107705,0.441247,0.314805,0.982871,0.877864,0.298496,0.199279,1.272823,-1.096886,0.124085,-1.650001,0.231012,0.192571,0.053017,0.362254,-1.602824,0.040998,0.033376,0.079440,ok,low,low,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,ok,high,ok,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01|SUG_NOSE_SHORT_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01|SUG_NOSE_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,-7.26891353353858,-12.704141965121892
